event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
AUS2323,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Australia),,6,,,0,60,,36,Oceania,Australia,New South Wales,Wollongong,,Wollongong,-34.4251,150.8934,1,Illawarra Mercury,Subnational,"On 1 December 2023, people protested in Wollongong, New South Wales, calling on an MP to stop 'car crash' policies on coal.",0,crowd size=no report,1701813038
AUS2331,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Australia),Government of Australia (2022-),6,,,0,60,,36,Oceania,Australia,New South Wales,Ballina,,Ballina,-28.8641,153.5643,1,Australian Broadcasting Corporation News,National,"On 1 December 2023, 200 people, including a Women's Safety Commissioner, marched in Ballina, New South Wales against domestic and family violence.",0,crowd size=200,1701813038
AUS2333,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Australia),,6,,,0,60,,36,Oceania,Australia,Northern Territory,Darwin,,Darwin,-12.4427,130.8447,1,Northern Territory News,Subnational,"On 1 December 2023, hundreds of people, including the founder of the Deadly Vision Centre, gathered at Casuarina Square in Darwin, Northern Territory against domestic and family violence.",0,crowd size=hundreds,1701813038
GUM41,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Guam),Labor Group (Guam),6,,,0,60,,316,Oceania,Guam,Tamuning,,,Tamuning,13.4968,144.7768,1,Kuam News,National,"On 1 December 2023, flight attendants protested at AB Won Pat Guam International Airport in Tamuning (Tamuning), calling for better pay and scheduling to be implemented in their employment contracts. This demonstration was attended by the International President of the Association of Flight Attendants, a union representing flight attendants which has organized intermittent protests over this issue across the United States in 2023.",0,crowd size=no report,1701813038
ARM6520,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Armenia),Zang movement,6,,,0,60,,51,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Caucasian Knot,International,"On 1 December 2023, members of the Zang movement marched in Yerevan, Armenia, calling for the resignation of Prime Minister Pashinyan.",0,crowd size=no report,1701813038
ARM6521,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,,51,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Caucasian Knot,International,"On 1 December 2023, around 50 members of the Miasin movement protested in front of the Parliament building in Yerevan, Armenia, on the anniversary of the adoption of the resolution on the reunification of the Armenian SSR and Nagorno-Karabakh on December 1, 1989. The protesters called for the reunification of Armenia and Artsakh.",0,crowd size=around 50,1701813038
HRV984,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Croatia),Farmers (Croatia),6,,,0,60,,191,Europe,Croatia,Vukovar-Sirmium,Zupanja,,Zupanja,45.0723,18.6951,1,HINA,National,"On 1 December 2023, farmers blocked the road with their tractors in Zupanja, voicing their dissatisfaction with the lack of governmental measures to assist them in dealing with swine influenza.",0,crowd size=no report,1701813038
FIN1123,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Finland),FFF: Fridays for Future; Students (Finland),6,,,0,60,,246,Europe,Finland,Uusimaa,Helsinki,,Helsinki,60.1689,24.9445,1,EKOenergy,New media,"On 1 December 2023, Fridays for Future activists demonstrated outside of the Parliament in Helsinki to draw attention to environmental problems and to demand action against climate change.",0,crowd size=no report,1701813038
GEO4285,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Georgia),Labor Group (Georgia),6,,,0,60,,268,Caucasus and Central Asia,Georgia,Imereti,Chiatura,,Chiatura,42.2981,43.2989,1,RFE/RL,International,"On 1 December 2023, miners in Chiatura organized a protest and demanded a shorter working day.",0,crowd size=no reports,1701813038
GRC4773,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Greece),Anarchist Group (Greece),6,,,0,60,,300,Europe,Greece,Crete,Crete,Iraklio,Heraklion,35.3381,25.133,1,I Avgi,National,"On 1 December 2023, a group of people re-occupied the anarchist squat Evangelismos in Heraklion that had been cleared on 30 September. At the same time there was a solidarity protest with people gathering inside and outside the building. The protesters unfurled banners from the rooftop, also expressing their solidarity with the occupation movement and the people of Palestine.",0,crowd size=no report,1701813038
GRC4777,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Greece),Students (Greece),6,,,0,60,,300,Europe,Greece,Attica,Attica,Kendrikou Tomea Athinon,Athens - Central Athens,37.9685,23.7585,1,I Avgi,National,"On 1 December 2023, students organized by the coordinating student committee of the fine art and performance schools of Attica protested in Syntagma square, Athens - Central Athens, with dance and music, over the lack of infrastructure and other major problems they face.",0,crowd size=no report,1701813038
GRC4778,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Greece),Students (Greece),6,,,0,60,,300,Europe,Greece,Macedonia-Thrace,Central Macedonia,Thessaloniki,Thessaloniki,40.6436,22.9309,1,AMNA,National,"On 1 December 2023, members of the parents and guardians associations of the 13th Junior High school, the 17th Lyceum, the 4th Junior High School and the 4th Lyceum of Thessaloniki rallied in the school yard to protest against the merging of their schools. Parents, guardians and students then marched to the Directorate of Secondary Education of East Thessaloniki.",0,crowd size=no report,1701813038
KAZ4427,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kazakhstan),,6,,,0,60,,398,Caucasus and Central Asia,Kazakhstan,Mangystau,Aktau,,Aktau,43.6624,51.1702,1,Channel 31,National,"On 1 December 2023, residents of the local neighborhood in Aktau city of Mangystau region gathered outside their homes in protest of lack water and heating supply to their apartment units demanding that the authorities provide heat and water to their building amid falling temperatures.",0,crowd size=no report,1701813038
KAZ4428,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kazakhstan),,6,,,0,60,,398,Caucasus and Central Asia,Kazakhstan,Aqtobe,Aktobe,,Aktobe,50.2832,57.2168,1,Channel 31,National,"On 1 December 2023, victims of a housing fraud by the Kazecostroy Aktobe developer company gathered at the construction site of the Kausar apartment building project in Aktobe city of Aqtobe region in protest of developer's fraudulent activity, which may result in loss of funds and their homes, calling for the authorities to resolve victims' concerns regarding delivery of apartment units.",0,crowd size=no report,1701813038
KGZ1997,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),6,,,0,60,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg,National,"On 1 December 2023, about 300 small retail shop owners demonstrated at the Alamedin market near Oktyabr district in Bishkek city against the new tax regime, which mandates usage of cash register machines by small businesses, demanding that the Kyrgyz government allow retailers to operate under business patent license without using cash register devices.",0,crowd size=about 300,1701813038
KGZ1998,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),6,,,0,60,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Jayyl,,Kara-Balta,42.8035,73.8546,1,Kaktus Media,National,"On 1 December 2023, small retail shop owners protested outside the local Revenue Service office in the town of Kara-Balta in Jayyl district of Chui region against mandatory usage of cash register machines by small businesses demanding that the Kyrgyz government cancel new tax regime rules and allow retailers to operate under business patent license.",0,crowd size=no report,1701813038
KGZ1999,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),6,,,0,60,,417,Caucasus and Central Asia,Kyrgyzstan,Issyk-Kul,Karakol,,Karakol,42.4906,78.3936,1,RFE/RL,International,"On 1 December 2023, small retail shop owners gathered near Ak-Tilek, Bugu and Makish markets in Karakol township of Issyk-Kul region in protest of the new tax regime which mandates usage of cash register machines by small retail shops demanding that the Kyrgyz government allow retailers to operate under business patent license without using cash register devices.",0,crowd size=no report,1701813038
KGZ2000,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),6,,,0,60,,417,Caucasus and Central Asia,Kyrgyzstan,Osh City,Osh City,,Osh,40.5295,72.8064,1,AKIpress,National,"On 1 December 2023, small retail shop owners protested at the central square in Osh city against the new tax regime, which makes usage of cash register machines mandatory by small businesses, demanding that the Kyrgyz government allow retailers to operate without using cash register devices.",0,crowd size=no report,1701813038
KGZ2001,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),6,,,0,60,,417,Caucasus and Central Asia,Kyrgyzstan,Talas,Talas,,Talas,42.5227,72.2332,1,RFE/RL,International,"On 1 December 2023, small retail shop owners protested outside the local music school in Talas township of Talas region against the new tax regime and mandatory usage of cash register machines by small businesses demanding that the Kyrgyz government allow retailers to operate under business patent license without using cash register devices.",0,crowd size=no report,1701813038
MDA1669,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Moldova),PAS: Party of Action and Solidarity; Government of Moldova (2023-); Belarusian Group (Moldova),6,,,0,60,,498,Europe,Moldova,Chisinau,Buiucani,,Chisinau - Buiucani,47.0251,28.7975,1,Jurnal; Unimedia,National,"On 1 December 2023, PAS MPs, civil society representatives, as well as Belarusians living in Moldova, protested outside the Belarusian embassy in Chisinau - Buiucani, demanding the release of political prisoners and condemning the treatment of political dissidents.",0,crowd size=no report,1701813038
MKD1093,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (North Macedonia),Labor Group (North Macedonia),6,,,0,60,,807,Europe,North Macedonia,Shtip,,,Stip,41.7423,22.1979,1,Macedonian Information Agency,National,"On 1 December 2023, retirees gathered in Stip to protest for an increase in pensions and benefits for pensioners in the country. Protests regarding the issue have regularly been taking place in the country since August of this year.",0,crowd size=no report,1701813038
ROU2424,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Romania),AUR: Alliance for the Union of Romanians; Government of Romania (2023-),6,,,0,60,,642,Europe,Romania,Alba,Alba Iulia,,Alba Iulia,46.0667,23.5833,1,Agerpres,National,"On 1 December 2023, around 6,000 people, led by AUR members and an MP, rallied in Alba Iulia for the union of Moldova and Romania.",0,"crowd size=around 6,000",1701813038
RUS12914,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,8,,,0,80,,643,Europe,Russia,Belgorod,Belgorodskiy,,Shchetinovka,50.4454,36.172,1,Kommersant,National,"On 1 December 2023, Ukrainian military shelled with 3 artillery rounds the village of Shchetinovka (Belgorodskiy, Belgorod). No casualties.",0,,1701813038
SRB2992,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Serbia),,6,,,0,60,,688,Europe,Serbia,Belgrade,Vracar,,Belgrade - Vracar,44.7981,20.4772,1,N1TV Online,National,"On 1 December 2023, addictive disease patients protested in front of the Health Center in Belgrade - Vracar, demanding new accommodation for treatment.",0,crowd size=no report,1701813038
SVK548,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Slovakia),Labor Group (Slovakia),6,,,0,60,,703,Europe,Slovakia,Kosicky,Sobrance,,Vysne Nemecke,48.6589,22.2638,2,Ceske Noviny,Regional,"On 1 December 2023, unionized cargo drivers gathered for a rally and blocked the border crossing point with Ukraine in Vysne Nemecke in solidarity with Polish truckers.",0,crowd size=no report,1701813038
SWE5039,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),FFF: Fridays for Future; Students (Sweden),6,,,0,60,,752,Europe,Sweden,Skane,Eslov,,Eslov,55.8374,13.3036,1,FridaysForFuture,Other,"On 1 December 2023, Fridays For Future activists demonstrated in Eslov, Skane, to draw attention to environmental issues and to demand action against climate change.",0,crowd size=no report,1701813038
SWE5040,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),FFF: Fridays for Future; Students (Sweden),6,,,0,60,,752,Europe,Sweden,Jonkopings,Jonkoping,,Jonkoping,57.7843,14.1663,1,FridaysForFuture,Other,"On 1 December 2023, Fridays For Future activists demonstrated in Jonkoping to draw attention to environmental issues and to demand action against climate change.",0,crowd size=no report,1701813038
SWE5041,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),FFF: Fridays for Future; Students (Sweden),6,,,0,60,,752,Europe,Sweden,Skane,Lund,,Lund,55.7063,13.186,1,FridaysForFuture,Other,"On 1 December 2023, Fridays For Future activists demonstrated in Lund, Skane, to draw attention to environmental issues and to demand action against climate change.",0,crowd size=no report,1701813038
SWE5042,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),FFF: Fridays for Future; Students (Sweden),6,,,0,60,,752,Europe,Sweden,Skane,Malmo,,Malmo,55.6053,12.9994,1,FridaysForFuture,Other,"On 1 December 2023, Fridays For Future activists demonstrated in Malmo, Skane, to draw attention to environmental issues and to demand action against climate change.",0,crowd size=no report,1701813038
SWE5043,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),FFF: Fridays for Future; Students (Sweden),6,,,0,60,,752,Europe,Sweden,Ostergotlands,Norrkoping,,Norrkoping,58.5888,16.1868,1,FridaysForFuture,Other,"On 1 December 2023, Fridays For Future activists demonstrated in Norrkoping, Ostergotland, to draw attention to environmental issues and to demand action against climate change.",0,crowd size=no report,1701813038
SWE5044,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),FFF: Fridays for Future; Students (Sweden),6,,,0,60,,752,Europe,Sweden,Kalmar,Oskarshamn,,Oskarshamn,57.2627,16.4577,1,FridaysForFuture,Other,"On 1 December 2023, Fridays For Future activists demonstrated in Oskarshamn, Kalmar, to draw attention to environmental issues and to demand action against climate change.",0,crowd size=no report,1701813038
SWE5045,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),FFF: Fridays for Future; Students (Sweden),6,,,0,60,,752,Europe,Sweden,Stockholms,Stockholm,,Stockholm,59.3277,18.0684,1,Twitter,New media,"On 1 December 2023, Fridays For Future activists, led by Greta Thunberg, demonstrated in front of the Parliament of Sweden in Stockholm to draw attention to environmental problems and to advocate for a 'free Palestine'.",0,crowd size=no report,1701813038
SWE5046,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),FFF: Fridays for Future; Students (Sweden),6,,,0,60,,752,Europe,Sweden,Vasternorrlands,Sundsvall,,Sundsvall,62.3907,17.3073,1,FridaysForFuture,Other,"On 1 December 2023, Fridays For Future activists demonstrated in Sundsvall, Vasternorrland, to draw attention to environmental issues and to demand action against climate change.",0,crowd size=no report,1701813038
SWE5052,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),Women (Sweden); Women's Strike (Sweden),6,,,0,60,,752,Europe,Sweden,Dalarnas,Falun,,Falun,60.603,15.6429,1,Kvinnostrejk,New media,"On 1 December 2023, Women's Strike movement activists demonstrated in Falun, Dalarna, in support of women's rights and to oppose violence against women.",0,crowd size=no report,1701813038
SWE5053,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),Women (Sweden); Women's Strike (Sweden),6,,,0,60,,752,Europe,Sweden,Orebro,Orebro,,Orebro,59.2754,15.2133,1,Kvinnostrejk,New media,"On 1 December 2023, Women's Strike movement activists demonstrated in Orebro in support of women's rights and to oppose violence against women.",0,crowd size=no report,1701813038
SWE5054,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),Women (Sweden); Women's Strike (Sweden),6,,,0,60,,752,Europe,Sweden,Stockholms,Stockholm,,Stockholm,59.3277,18.0684,1,Kvinnostrejk,New media,"On 1 December 2023, Women's Strike movement activists demonstrated in Stockholm in support of women's rights and to oppose violence against women.",0,crowd size=no report,1701813038
UKR138622,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Antonivka,46.6799,32.6925,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Antonivka, Kherson. Casualties unknown.",0,,1701813041
UKR138623,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Avdiivska,Avdiivka,48.1394,37.7497,2,Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 1 December 2023, Russian military forces attacked Ukrainian forces near Avdiivka, Donetsk. The Russian military shelled Avdiivka. Casualties unknown.",0,,1701813041
UKR138624,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,,804,Europe,Ukraine,Mykolaiv,Bashtanskyi,Bashtanska,Bashtanka,47.4072,32.4387,2,Suspilne Media,National,"On 1 December 2023, a Russian drone hit an agricultural enterprise in the Bashtanka district (coded to Bashtanka, Mykolaiv). There were no casualties.",0,,1701813041
UKR138625,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-),,8,18,,804,Europe,Ukraine,Zaporizhia,Berdianskyi,Berdianska,Berdiansk,46.7586,36.7845,2,Ukrinform,National,"On 1 December 2023, Ukrainian forces shelled Russian positions near Berdiansk, Zaporizhia. Casualties unknown.",0,,1701813041
UKR138626,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petpopavlivska,Berestove,49.5403,37.8941,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Berestove, Kharkiv. Casualties unknown.",0,,1701813041
UKR138627,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malotokmachanska,Bilohiria,47.5268,36.0004,1,Suspilne Media,National,"On 1 December 2023, Russian drones attacked Bilohiria, Zaporizhia. There were no casualties.",0,,1701813041
UKR138628,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Luhansk,Sievierodonetskyi,Lysychanska,Bilohorivka,48.9259,38.2467,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Bilohorivka, Luhansk. Casualties unknown.",0,,1701813041
UKR138629,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Bilopillia,51.1483,34.3008,2,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled the Bilopillia community (coded to Bilopillia, Sumy). Casualties unknown.",0,,1701813041
UKR138630,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Bohdanivka,48.6171,37.8956,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Bohdanivka, Donetsk. A civilian was wounded.",0,,1701813041
UKR138631,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Bohdanivka,48.6171,37.8956,2,Institute for the Study of War,Other,"On 1 December 2023, Russian military forces attacked the Ukrainian military near Bohdanivka, Donetsk. Casualties unknown.",0,,1701813041
UKR138632,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Bohoiavlenka,47.8601,37.2135,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Bohoiavlenka, Donetsk. Casualties unknown.",0,,1701813041
UKR138633,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Huliaipilska,Charivne,47.58,36.034,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Charivne, Zaporizhia. Casualties unknown.",0,,1701813041
UKR138634,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Chasovoiarska,Chasiv Yar,48.5869,37.8324,1,Novoye Vremya Ukraine,National,"On 1 December 2023, Russian military forces shelled Chasiv Yar, Donetsk. A civilian was killed.",1,,1701813041
UKR138635,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Huliaipilska,Chervone,47.6565,36.3908,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Chervone, Zaporizhia. There were no casualties.",0,,1701813041
UKR138636,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Chervonohryhorivska,Chervonohryhorivka,47.619,34.5369,2,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled the Chervonohryhorivka community (coded to Chervonohryhorivka, Dnipropetrovsk). Casualties unknown.",0,,1701813041
UKR138637,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-),,8,18,,804,Europe,Ukraine,Luhansk,Sievierodonetskyi,Kreminska,Dibrova,49.0005,38.1123,2,Institute for the Study of War,Other,"On 1 December 2023, Ukrainian military forces advanced near Dibrova, Luhansk, clashing with the Russian military. Casualties unknown.",0,,1701813041
UKR138638,1-Dec-23,2023,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),8,18,,804,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,3,24 Channel,National,"Interception: On 1 December 2023, Ukrainian military forces intercepted 20 Russian kamikaze-drones and 2 missiles across Kherson, Zaporizhia, Dnipropetrovsk and Mykolaiv regions (coded to Dnipro, Dnipropetrovsk).",0,,1701813041
UKR138639,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-) Donetsk People's Militia,,8,18,,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kuibyshivskyi,48.0233,37.7276,1,DPR Armed Forces Press Service,Other,"On 1 December 2023, Ukrainian military forces shelled DPR's forces in Donetsk - Kuibyshivskyi, Donetsk, damaging 3 residential buildings. Casualties unknown.",0,,1701813041
UKR138640,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-) Donetsk People's Militia,,8,18,,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kyivskyi,47.9857,37.8625,1,DPR Armed Forces Press Service,Other,"On 1 December 2023, Ukrainian military forces shelled DPR's forces in Donetsk - Kyivskyi, Donetsk. Casualties unknown.",0,,1701813041
UKR138641,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Dvorichanska,Dvorichna,49.8502,37.6826,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Dvorichna, Kharkiv. Casualties unknown.",0,,1701813041
UKR138642,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Kurakhivska,Hannivka,47.9082,37.2635,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Hannivka, Donetsk. Casualties unknown.",0,,1701813041
UKR138643,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-) Donetsk People's Militia,,8,18,,804,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,DPR Armed Forces Press Service,Other,"On 1 December 2023, Ukrainian military forces shelled DPR's forces in Horlivka, Donetsk. Casualties unknown.",0,,1701813041
UKR138644,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Kurakhivska,Hostre,47.9935,37.4014,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Hostre, Donetsk. Casualties unknown.",0,,1701813041
UKR138645,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Chasovoiarska,Hryhorivka,48.6419,37.8589,2,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces attacked the Ukrainian military, but were repelled near Hryhorivka, Donetsk. Casualties unknown.",0,,1701813041
UKR138646,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Huliaipilska,Huliaipole,47.6639,36.2563,1,Suspilne Media,National,"On 1 December 2023, Russian drones and artillery attacked Huliaipole, Zaporizhia. There were no casualties.",0,,1701813041
UKR138647,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Ivanivka,47.4681,33.3823,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Ivanivka, Kherson (likely Ivanivka, Vysokopillia community based on proximity to the frontline). A civilian was wounded.",0,,1701813041
UKR138648,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petpopavlivska,Ivanivka,49.6608,37.8915,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Ivanivka, Kharkiv. Casualties unknown.",0,,1701813041
UKR138649,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Ivanivske,48.5722,37.9174,2,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces attacked the Ukrainian military, but were repelled near Ivanivske, Donetsk. Casualties unknown.",0,,1701813041
